timestamp,speed,temperature,density,pressure,sigma-B,ICME,Area
0,326,39168.0,3.9,0.83,1.4,0,37219
1,335,34773.0,4.4,0.85,2.8,0,36727
2,330,24637.0,4.0,0.75,2.1,0,37028
3,341,34055.0,5.9,1.17,2.9,0,36682
4,341,32663.0,7.1,1.41,1.4,0,36790
5,342,35319.0,7.4,1.48,1.4,0,35271
6,346,39437.0,7.6,1.56,2.0,0,36314
7,343,38534.0,7.9,1.59,1.6,0,35123
8,348,38228.0,7.1,1.47,1.9,0,35712
9,347,34558.0,7.1,1.46,2.6,0,35615
10,341,39203.0,6.9,1.37,2.0,0,35898
11,339,37338.0,6.7,1.32,1.6,0,37342
12,334,37046.0,6.5,1.24,1.0,0,36786
13,328,36553.0,6.2,1.15,1.3,0,36529
14,322,32635.0,5.6,1.0,1.1,0,35964
15,324,28397.0,6.0,1.08,2.2,0,36390
16,326,21998.0,6.5,1.18,1.8,0,37447
17,325,19899.0,6.4,1.15,1.7,0,36965
18,316,20441.0,6.9,1.18,2.1,0,36582
19,307,18281.0,6.0,0.97,0.8,0,37443
20,305,19013.0,6.2,0.99,0.8,0,36898
21,300,16425.0,5.2,0.81,0.5,0,37025
22,303,20520.0,5.2,0.85,0.9,0,37362
23,303,22813.0,5.9,0.93,1.1,0,37308
24,307,19279.0,5.6,0.9,2.0,0,37725
25,325,31377.0,10.9,1.95,1.7,0,36838
26,335,32213.0,17.0,3.24,3.0,0,36572
27,337,21928.0,13.1,2.51,4.4,0,36738
28,336,24686.0,12.0,2.28,0.6,0,36007
29,335,27016.0,11.6,2.19,0.6,0,35951
30,331,22818.0,13.1,2.42,0.7,0,36155
31,330,42469.0,11.8,2.2,4.2,0,35829
32,350,68337.0,9.9,2.07,1.5,0,36654
33,349,69212.0,10.0,2.08,1.5,0,36169
34,335,51307.0,9.5,1.83,1.4,0,36201
35,333,46265.0,11.7,2.24,2.1,0,36349
36,338,47938.0,10.1,2.0,2.3,0,36504
37,339,55553.0,9.8,1.94,1.5,0,36180
38,331,50876.0,8.8,1.67,1.9,0,35484
39,338,47461.0,9.8,1.93,1.0,0,36622
40,330,47536.0,7.6,1.46,2.5,0,37106
41,336,58974.0,7.7,1.52,3.2,0,37967
42,354,84968.0,6.9,1.54,2.2,0,38331
43,357,46234.0,9.0,1.98,1.1,0,38531
44,361,28939.0,11.8,2.61,1.0,0,38878
45,358,22551.0,9.8,2.13,1.5,0,38707
46,350,34431.0,6.1,1.28,1.0,0,38722
47,347,45166.0,5.2,1.1,0.5,0,38931
48,340,48809.0,5.0,1.01,1.2,0,38660
49,340,55106.0,6.1,1.23,0.8,0,38396
50,336,31180.0,6.4,1.24,1.0,0,38270
51,335,21660.0,7.8,1.5,0.4,0,37539
52,347,15937.0,9.1,1.86,0.8,0,37522
53,349,15743.0,10.1,2.1,0.3,0,37052
54,347,14211.0,10.9,2.23,0.6,0,37272
55,344,14865.0,11.5,2.32,0.7,0,37174
56,343,16158.0,13.5,2.71,0.6,0,37420
57,338,16832.0,13.9,2.74,0.5,0,37913
58,327,23275.0,13.9,2.58,1.1,0,38214
59,322,27917.0,19.0,3.45,1.3,0,37050
60,318,33083.0,18.8,3.3,3.2,0,37848
61,310,29331.0,8.2,1.38,2.6,0,37661
62,307,25789.0,8.5,1.42,2.0,0,37514
63,337,51714.0,13.7,2.73,1.1,0,37901
64,348,64507.0,14.5,3.09,3.7,0,38205
65,355,66503.0,13.9,3.11,3.2,0,38910
66,352,60939.0,11.5,2.57,2.9,0,38901
67,384,123066.0,9.1,2.46,4.7,0,39384
68,376,125063.0,7.1,1.87,4.6,0,39589
69,374,120297.0,7.6,1.97,5.2,0,39541
70,376,89066.0,6.3,1.65,4.2,0,39044
71,384,91780.0,8.3,2.25,3.7,0,38780
72,384,110795.0,8.1,2.23,2.9,0,38496
73,393,118412.0,8.8,2.54,3.1,0,38665
74,401,129873.0,10.6,3.21,4.3,0,38442
75,399,113721.0,9.2,2.75,2.7,0,38087
76,404,105466.0,7.5,2.33,2.5,0,37928
77,414,102584.0,6.9,2.24,3.6,0,37938
78,429,74474.0,5.8,2.02,1.5,0,37830
79,424,65699.0,5.0,1.69,0.8,0,37720
80,423,63406.0,5.2,1.75,0.7,0,37518
81,418,58887.0,5.2,1.68,0.5,0,38040
82,416,58077.0,4.7,1.5,0.5,0,38131
83,421,62414.0,4.3,1.44,0.9,0,37736
84,429,69166.0,4.2,1.48,1.5,0,38467
85,428,60858.0,4.1,1.43,0.5,0,39209
86,426,63077.0,4.2,1.48,1.1,0,38652
87,424,64198.0,4.6,1.6,0.4,0,38737
88,417,62928.0,4.6,1.54,0.8,0,38859
89,410,68199.0,4.8,1.55,1.3,0,39353
90,406,67113.0,5.0,1.57,0.8,0,39451
91,408,63066.0,4.6,1.45,1.3,0,40270
92,406,63810.0,3.9,1.22,0.6,0,39880
93,401,70484.0,4.2,1.28,1.1,0,40731
94,398,65692.0,4.0,1.2,1.0,0,40386
95,392,61398.0,3.5,1.03,0.8,0,40420
96,401,56074.0,3.4,1.03,0.6,0,39852
97,404,55372.0,2.8,0.86,0.8,0,39941
98,392,45615.0,2.9,0.83,0.9,0,39883
99,382,46867.0,3.5,0.96,1.1,0,39821
100,375,41809.0,3.6,0.94,1.5,0,39486
101,364,37290.0,3.8,0.92,0.9,0,39372
102,354,36484.0,3.8,0.87,0.5,0,39524
103,352,36262.0,4.1,0.93,0.6,0,39311
104,350,31132.0,4.5,1.01,0.8,0,39050
105,351,34815.0,4.4,1.01,2.0,0,39748
106,365,34240.0,4.9,1.21,2.3,0,39571
107,357,33643.0,4.5,1.04,1.1,0,39774
108,362,34452.0,4.6,1.09,1.1,0,39748
109,361,36607.0,4.7,1.12,0.8,0,39636
110,360,38512.0,5.2,1.23,0.5,0,40231
111,358,31845.0,5.6,1.28,1.1,0,40943
112,355,30149.0,5.9,1.34,0.6,0,40592
113,351,26133.0,6.0,1.31,0.6,0,40937
114,346,25482.0,7.3,1.53,0.6,0,40893
115,345,25413.0,8.1,1.69,1.8,0,40714
116,341,22870.0,8.9,1.8,2.3,0,40744
117,346,34830.0,5.3,1.17,2.3,0,41100
118,355,32048.0,4.6,1.08,1.0,0,40399
119,369,36116.0,5.0,1.31,0.8,0,41137
120,360,41087.0,5.0,1.27,1.3,0,40985
121,360,46635.0,5.6,1.48,1.4,0,40923
122,353,44690.0,5.4,1.36,0.9,0,40488
123,349,45331.0,5.5,1.35,1.2,0,40146
124,352,42540.0,5.4,1.32,1.5,0,40403
125,350,40147.0,5.4,1.29,0.9,0,40158
126,350,44170.0,5.1,1.24,1.4,0,39277
127,338,43596.0,5.0,1.15,0.9,0,40413
128,343,39648.0,4.8,1.09,1.5,0,40115
129,345,37977.0,4.7,1.07,1.1,0,39921
130,345,33679.0,4.9,1.09,2.4,0,39568
131,340,34560.0,5.4,1.16,2.2,0,39650
132,327,34210.0,5.1,1.01,1.4,0,39999
133,329,33322.0,5.8,1.17,1.0,0,39660
134,329,30271.0,5.2,1.03,0.7,0,40025
135,331,29102.0,5.6,1.1,0.7,0,39806
136,332,31467.0,7.4,1.45,0.9,0,39151
137,340,31429.0,11.5,2.34,1.4,0,39730
138,343,29488.0,16.9,3.44,4.3,0,39794
139,345,29102.0,28.2,5.78,3.2,0,40416
140,342,23422.0,41.2,8.34,3.3,0,40892
141,346,28650.0,53.0,11.02,4.1,0,40892
142,396,177618.0,24.0,7.06,10.4,0,40179
143,459,308882.0,12.5,5.08,5.2,0,39626
144,440,319429.0,13.1,5.32,6.1,0,40472
145,447,360508.0,9.6,4.1,7.7,0,40077
146,500,381822.0,5.8,3.11,4.1,0,40369
147,511,269901.0,3.6,1.83,2.6,0,40373
148,526,264052.0,3.4,1.94,2.0,0,38804
149,529,236353.0,3.3,1.8,1.5,0,38999
150,524,120117.0,2.0,1.11,1.7,0,39286
151,509,70436.0,1.6,0.81,0.8,0,39219
152,510,67143.0,1.8,0.91,1.4,0,38767
153,521,81629.0,2.2,1.18,2.3,0,38930
154,527,117885.0,2.3,1.34,2.3,0,39318
155,539,110645.0,2.3,1.35,1.5,0,39170
156,544,148102.0,2.8,1.72,1.1,0,38271
157,563,168043.0,3.1,1.98,3.3,0,37680
158,602,220673.0,3.0,2.16,3.9,0,38230
159,606,180171.0,2.8,2.06,2.9,0,37813
160,608,172981.0,2.9,2.08,2.9,0,37472
161,596,208159.0,3.0,2.14,3.3,0,37830
162,567,160548.0,2.8,1.79,2.2,0,37649
163,580,143581.0,2.4,1.62,1.4,0,37525
164,583,161154.0,2.4,1.66,3.3,0,38068
165,593,220645.0,2.9,2.14,2.2,0,37317
166,608,207087.0,3.1,2.33,3.2,0,37752
167,615,196238.0,3.0,2.28,2.9,0,37596
168,608,200246.0,2.9,2.19,2.5,0,38189
169,612,197588.0,2.6,2.02,2.7,0,37568
170,610,196909.0,2.8,2.15,1.7,0,37644
171,618,181914.0,3.2,2.46,1.8,0,36492
172,613,159285.0,3.1,2.26,1.0,0,36598
173,611,178855.0,3.1,2.31,3.6,0,36465
174,605,196664.0,3.3,2.4,2.6,0,36934
175,596,214755.0,3.1,2.24,3.4,0,36613
176,615,209621.0,2.7,2.11,2.6,0,36788
177,611,235702.0,3.0,2.39,3.3,0,37036
178,620,217738.0,3.1,2.45,3.4,0,37241
179,638,187913.0,2.3,1.92,2.6,0,38449
180,662,194175.0,2.4,2.15,2.6,0,38490
181,636,180645.0,2.4,1.98,2.5,0,36981
182,620,176950.0,2.2,1.71,1.8,0,36556
183,662,185003.0,2.4,2.07,2.2,0,36264
184,642,206229.0,2.6,2.1,2.3,0,37596
185,631,244513.0,2.7,2.13,2.8,0,37239
186,645,172046.0,2.0,1.64,2.8,0,36559
187,638,173270.0,1.8,1.44,2.1,0,37113
188,631,168203.0,1.7,1.34,2.3,0,37717
189,612,137078.0,1.5,1.15,1.8,0,37835
190,617,163521.0,1.7,1.28,2.1,0,37764
191,614,175854.0,1.5,1.13,1.3,0,37287
192,572,126335.0,1.1,0.76,1.3,0,37363
193,576,128243.0,1.5,1.01,1.1,0,36820
194,562,124110.0,1.9,1.21,2.4,0,36435
195,551,146915.0,1.9,1.2,2.7,0,35894
196,593,157873.0,2.1,1.44,2.3,0,35544
197,587,175310.0,1.8,1.23,1.0,0,35458
198,580,178645.0,1.9,1.27,1.8,0,34678
199,560,118952.0,1.5,0.93,1.1,0,34749
200,569,121887.0,1.8,1.16,1.0,0,34396
201,572,147042.0,2.0,1.29,1.2,0,34599
202,575,165698.0,2.3,1.51,2.5,0,34547
203,571,157192.0,2.4,1.58,1.2,0,34487
204,594,172597.0,2.2,1.61,1.9,0,34453
205,588,162651.0,2.2,1.56,2.6,0,33956
206,584,162415.0,2.5,1.65,3.2,0,33936
207,575,154732.0,2.3,1.53,1.1,0,33870
208,589,150888.0,2.3,1.57,3.6,0,34472
209,588,113288.0,2.0,1.31,0.7,0,34389
210,588,133926.0,2.4,1.6,2.3,0,34711
211,577,126130.0,2.1,1.4,1.1,0,35211
212,598,178624.0,2.7,1.97,2.2,0,34572
213,597,192703.0,3.0,2.19,2.9,0,34110
214,605,207500.0,3.4,2.54,2.4,0,34254
215,598,205831.0,3.4,2.55,1.7,0,34717
216,594,204718.0,3.4,2.48,2.1,0,34764
217,587,191383.0,3.2,2.27,1.5,0,34848
218,596,154949.0,2.6,1.88,2.2,0,34158
219,594,151588.0,2.4,1.73,1.8,0,34264
220,571,131042.0,2.0,1.31,1.3,0,33506
221,589,112691.0,2.0,1.37,2.4,0,32986
222,583,105587.0,2.2,1.46,2.3,0,33193
223,586,100335.0,2.3,1.54,2.0,0,33401
224,580,104329.0,2.3,1.52,3.0,0,32880
225,544,116347.0,2.2,1.33,1.5,0,33628
226,574,99197.0,2.3,1.52,2.7,0,33007
227,565,97967.0,2.2,1.4,1.8,0,32920
228,557,104512.0,2.3,1.43,1.8,0,33087
229,527,114663.0,2.2,1.27,1.9,0,90056
230,524,98309.0,2.3,1.27,1.8,0,89110
231,526,99411.0,2.1,1.2,2.7,0,88593
232,535,112962.0,2.3,1.36,2.3,0,90161
233,523,112836.0,2.4,1.34,3.3,0,90340
234,514,120685.0,2.7,1.47,1.2,0,89486
235,507,118540.0,2.7,1.42,1.6,0,88722
236,500,115145.0,2.6,1.32,1.4,0,88930
237,499,84271.0,2.5,1.21,0.7,0,88853
238,492,92647.0,2.7,1.33,1.2,0,89336
239,482,86308.0,2.7,1.29,1.4,0,89417
240,495,79903.0,2.7,1.31,1.7,0,90056
241,483,88999.0,2.4,1.13,1.1,0,89110
242,474,115369.0,2.4,1.12,1.0,0,88593
243,493,101861.0,2.6,1.28,2.5,0,90161
244,482,88709.0,2.8,1.31,2.0,0,90340
245,479,88824.0,2.7,1.25,2.4,0,89486
246,502,101870.0,2.9,1.45,2.3,0,88722
247,481,112379.0,3.2,1.47,2.4,0,88930
248,502,84477.0,3.1,1.52,2.3,0,88853
249,498,91578.0,3.2,1.56,1.6,0,89336
250,500,100831.0,3.5,1.75,2.7,0,89417
251,500,92159.0,3.1,1.56,1.1,0,90015
252,484,97812.0,3.0,1.45,1.2,0,90849
253,492,88380.0,3.1,1.51,1.6,0,90752
254,484,80898.0,3.0,1.4,1.5,0,91458
255,468,74518.0,2.8,1.22,1.4,0,92106
256,460,67599.0,2.8,1.18,0.9,0,91661
257,464,68393.0,3.2,1.35,0.6,0,93168
258,462,73320.0,3.5,1.44,1.3,0,93168
259,457,96728.0,3.1,1.28,1.3,0,93098
260,472,109097.0,3.7,1.61,1.6,0,86630
261,483,94914.0,3.7,1.68,0.9,0,86630
262,479,96303.0,3.8,1.7,0.9,0,94542
263,481,102954.0,4.6,2.1,1.9,0,95750
264,499,99426.0,5.0,2.4,1.8,0,95351
265,474,99217.0,4.0,1.81,2.5,0,95863
266,471,88061.0,4.6,1.94,3.0,0,96741
267,465,78757.0,5.3,2.14,2.8,0,96834
268,483,124453.0,3.5,1.58,2.4,0,95785
269,490,141851.0,4.1,1.88,2.2,0,94993
270,492,144789.0,4.5,2.04,2.2,0,94153
271,505,128141.0,4.4,2.12,1.4,0,95665
272,501,112497.0,4.0,1.88,0.9,0,96515
273,500,116568.0,3.8,1.78,1.6,0,96747
274,493,118508.0,4.5,2.01,1.4,0,98172
275,503,112234.0,4.7,2.16,2.1,0,98701
276,505,110090.0,4.9,2.27,1.7,0,96508
277,491,124391.0,4.9,2.19,2.3,0,96854
278,488,126122.0,4.7,2.1,1.6,0,95666
279,492,128800.0,4.7,2.14,1.4,0,96328
280,490,134499.0,4.4,2.01,1.7,0,96219
281,496,145776.0,3.8,1.85,2.4,0,95710
282,501,136467.0,3.9,1.91,3.2,0,95705
283,502,115772.0,4.6,2.18,2.7,0,94086
284,497,114280.0,5.0,2.33,1.3,0,93971
285,498,119048.0,5.1,2.38,3.0,0,93971
286,493,113046.0,5.2,2.37,1.5,0,94072
287,498,122457.0,5.4,2.49,2.4,0,95827
288,497,106609.0,5.7,2.6,1.5,0,35770
289,491,123626.0,5.1,2.32,1.4,0,35466
290,483,121786.0,4.5,1.99,1.5,0,35137
291,469,106181.0,3.9,1.61,0.9,0,34897
292,483,114369.0,5.0,2.17,1.4,0,34392
293,479,105643.0,5.1,2.16,2.0,0,35008
294,474,114434.0,5.0,2.11,1.2,0,34499
295,465,110958.0,4.8,1.96,1.7,0,35075
296,456,102121.0,4.9,1.91,1.3,0,33792
297,473,111293.0,5.8,2.41,3.2,0,34043
298,455,95067.0,5.5,2.11,1.3,0,34670
299,455,98156.0,5.6,2.15,2.2,0,34222
300,447,86451.0,5.1,1.89,1.9,0,34590
301,452,92180.0,6.3,2.34,2.3,0,34042
302,448,94337.0,6.3,2.29,1.9,0,17168
303,443,91493.0,6.3,2.24,2.0,0,18424
304,427,96010.0,5.7,1.93,1.4,0,28098
305,424,88106.0,5.8,1.94,2.5,0,13017
306,434,88247.0,6.5,2.22,2.2,0,8120
307,441,104605.0,6.0,2.09,3.7,0,26147
308,445,104635.0,5.2,1.81,2.4,0,34194
309,446,102678.0,5.3,1.85,3.3,0,35240
310,450,133767.0,3.5,1.54,3.5,0,35159
311,495,195857.0,2.9,1.24,5.0,0,36154
312,517,236783.0,2.8,1.36,3.0,0,94112
313,516,184528.0,2.9,1.54,3.1,0,93712
314,509,149578.0,2.6,1.35,1.0,0,95093
315,505,151779.0,2.7,1.38,1.5,0,93633
316,509,167217.0,2.5,1.3,3.3,0,92361
317,509,168996.0,2.5,1.22,2.7,0,92795
318,546,193427.0,3.1,1.85,3.2,0,91635
319,529,116325.0,2.6,1.36,2.7,0,91500
320,542,156908.0,2.5,1.33,5.0,0,91120
321,543,128114.0,2.4,1.28,2.7,0,92457
322,535,164530.0,2.2,1.18,3.3,0,90338
323,521,169632.0,2.0,1.09,2.7,0,90609
324,519,178423.0,2.1,1.0,2.4,0,89237
325,515,165990.0,2.1,1.11,3.0,0,89556
326,527,143340.0,2.6,1.31,1.7,0,88544
327,533,122754.0,2.8,1.42,1.5,0,89363
328,554,163679.0,3.5,1.93,2.6,0,89059
329,538,166970.0,3.3,1.75,1.7,0,89506
330,535,182953.0,3.4,1.77,1.1,0,89154
331,541,161901.0,3.2,1.68,1.5,0,88628
332,522,140826.0,2.9,1.44,1.1,0,88311
333,509,102320.0,2.3,1.08,1.3,0,88311
334,481,86604.0,1.6,0.74,0.4,0,87392
335,478,96809.0,1.8,0.82,2.0,0,87769
336,461,98865.0,1.7,0.72,1.9,0,91500
337,467,113970.0,2.4,1.05,2.3,0,91120
338,489,120425.0,2.4,1.15,3.4,0,92457
339,493,158695.0,2.6,1.14,2.2,0,90338
340,472,124175.0,2.1,0.85,3.5,0,90609
341,460,87263.0,1.5,0.61,1.5,0,89237
342,453,96240.0,1.7,0.7,1.8,0,89556
343,452,82445.0,2.3,0.84,3.4,0,88544
344,494,78853.0,4.0,1.73,2.3,0,89363
345,485,93228.0,4.0,1.68,2.5,0,89059
346,472,113109.0,3.7,1.53,1.5,0,89506
347,485,97243.0,2.5,1.14,1.1,0,89154
348,505,101046.0,2.8,1.4,1.0,0,88628
349,474,76797.0,2.8,1.18,1.2,0,88311
350,497,96918.0,2.8,1.33,3.9,0,88311
351,507,115225.0,2.5,1.3,1.6,0,87392
352,513,121350.0,2.9,1.54,2.3,0,87769
353,508,117775.0,2.7,1.41,2.3,0,36421
354,510,117903.0,2.6,1.33,2.0,0,36786
355,502,118290.0,2.6,1.24,1.7,0,36788
356,495,116804.0,2.6,1.2,1.5,0,36560
357,496,80387.0,2.3,1.06,2.4,0,37265
358,481,59449.0,2.3,0.98,0.7,0,37074
359,481,63543.0,2.6,1.09,1.8,0,36675
360,477,58468.0,3.4,1.39,1.6,0,90195
361,468,61298.0,3.6,1.43,0.8,0,89962
362,455,69312.0,2.8,1.08,2.8,0,89175
363,440,71590.0,3.0,1.09,2.2,0,89794
364,431,74020.0,3.1,1.09,1.4,0,89225
365,415,56166.0,3.0,0.93,1.8,0,90045
366,425,59334.0,3.6,1.15,2.2,0,90153
367,416,64649.0,3.7,1.14,2.4,0,90387
368,419,67212.0,3.8,1.19,2.5,0,92427
369,410,69075.0,3.9,1.18,1.9,0,91139
370,408,78270.0,4.1,1.24,2.2,0,90500
371,422,83904.0,5.4,1.72,3.3,0,89869
372,453,87820.0,8.9,3.21,3.8,0,90078
373,448,71473.0,13.0,4.51,2.8,0,90305
374,441,51244.0,15.9,5.35,2.5,0,90664
375,445,57865.0,11.5,4.14,3.5,0,90268
376,455,118579.0,6.6,2.7,2.4,0,89758
377,454,123829.0,6.3,2.54,1.3,0,89636
378,454,91412.0,5.8,2.25,2.2,0,89119
379,478,87260.0,2.8,1.29,1.4,0,89777
380,485,83485.0,2.7,1.23,0.9,0,89129
381,485,86934.0,2.5,1.12,0.6,0,89129
382,483,85559.0,2.6,1.14,0.7,0,89629
383,477,74351.0,2.5,1.08,0.6,0,88098
384,490,93811.0,3.2,1.51,1.3,0,89869
385,493,112911.0,3.3,1.62,1.7,0,90078
386,486,95844.0,3.2,1.54,2.2,0,90305
387,491,91320.0,4.1,1.99,1.9,0,90664
388,483,86542.0,4.4,2.14,2.6,0,90268
389,479,74633.0,4.2,2.0,1.4,0,89758
390,469,60352.0,3.4,1.55,0.8,0,89636
391,490,68064.0,1.5,0.74,1.3,0,89119
392,494,99728.0,1.6,0.77,0.5,0,89777
393,519,106360.0,2.4,1.25,1.9,0,89129
394,514,132497.0,2.7,1.41,2.1,0,89129
395,511,97466.0,3.1,1.57,1.5,0,89629
396,516,117129.0,3.3,1.73,1.0,0,88098
397,518,91624.0,2.9,1.52,0.9,0,36358
398,512,74692.0,3.2,1.63,0.4,0,35712
399,505,71601.0,3.1,1.54,0.7,0,35722
400,501,75296.0,2.8,1.37,0.7,0,36493
401,489,88624.0,3.0,1.4,1.5,0,37274
402,474,100137.0,3.2,1.42,1.6,0,36751
403,479,94530.0,2.5,1.14,0.9,0,37843
404,478,109578.0,2.7,1.22,0.9,0,38000
405,474,89349.0,2.7,1.18,2.4,0,38360
406,460,78765.0,3.1,1.25,1.0,0,37844
407,445,64326.0,2.6,1.0,1.7,0,38335
408,437,58615.0,2.8,1.05,2.5,0,37937
409,437,64495.0,3.3,1.25,0.8,0,37189
410,439,51065.0,4.1,1.53,2.4,0,37164
411,434,52334.0,3.4,1.27,1.7,0,36340
412,425,45376.0,4.1,1.44,1.9,0,36682
413,426,61614.0,3.5,1.23,2.1,0,36540
414,425,61919.0,3.5,1.22,2.1,0,36705
415,433,77512.0,3.5,1.29,0.9,0,36344
416,427,68962.0,4.0,1.44,0.7,0,36964
417,421,59986.0,4.2,1.45,0.7,0,36091
418,424,50241.0,4.3,1.49,1.9,0,36274
419,424,46969.0,4.1,1.44,1.7,0,36114
420,421,46720.0,4.1,1.42,1.5,0,36078
421,417,41103.0,3.9,1.3,1.6,0,36325
422,416,38962.0,4.5,1.49,1.1,0,36230
423,424,45070.0,5.4,1.86,2.8,0,36556
424,404,42965.0,6.4,1.94,1.4,0,36631
425,428,63144.0,5.6,2.01,3.2,0,36706
426,448,62314.0,7.1,2.84,2.4,0,37307
427,453,72420.0,6.8,2.76,3.3,0,37057
428,444,76835.0,5.8,2.33,1.9,0,37338
429,443,88578.0,6.2,2.46,1.4,0,37295
430,445,95595.0,6.5,2.6,3.0,0,37363
431,457,136338.0,6.7,2.78,1.5,0,36985
432,463,136024.0,6.9,2.9,2.3,0,37126
433,468,147161.0,6.2,2.71,2.8,0,37205
434,474,139599.0,6.4,2.88,2.6,0,36527
435,478,132358.0,5.3,2.48,2.3,0,36539
436,483,135121.0,5.5,2.62,2.0,0,36966
437,503,134387.0,5.9,2.94,3.2,0,37218
438,512,151831.0,6.4,3.29,5.1,0,37270
439,503,160977.0,6.1,3.13,3.8,0,37095
440,500,168011.0,5.9,3.04,3.6,0,36777
441,507,177696.0,5.6,2.95,4.0,0,37969
442,512,156812.0,4.3,2.34,3.6,0,38711
443,513,164651.0,3.9,2.12,3.2,0,39111
444,530,161418.0,3.9,2.27,3.9,0,38678
445,525,165719.0,3.9,2.27,2.9,0,38682
446,512,161494.0,4.2,2.32,2.1,0,38302
447,510,141604.0,4.5,2.36,3.3,0,39584
448,504,119276.0,4.4,2.2,1.0,0,38938
449,506,111124.0,3.9,1.97,1.9,0,39488
450,502,114529.0,3.8,1.91,2.1,0,39861
451,516,120596.0,3.4,1.86,2.6,0,39445
452,497,117358.0,3.4,1.68,1.8,0,40417
453,479,100022.0,3.3,1.48,0.9,0,40578
454,472,91057.0,3.0,1.3,0.6,0,40179
455,467,89283.0,2.6,1.13,0.6,0,40366
456,465,82364.0,2.4,1.03,0.5,0,40239
457,461,63603.0,2.7,1.15,0.4,0,40283
458,464,67791.0,2.4,1.03,1.6,0,39970
459,457,66771.0,2.4,1.0,1.1,0,39631
460,451,66672.0,2.8,1.14,0.9,0,39286
461,452,72787.0,3.1,1.27,1.5,0,40253
462,445,71350.0,3.0,1.19,1.2,0,40309
463,433,75217.0,2.9,1.09,1.1,0,40476
464,432,69474.0,2.8,1.05,1.6,0,40812
465,429,66185.0,2.8,1.03,1.1,0,40251
466,424,57084.0,2.9,1.04,1.0,0,41250
467,434,56621.0,2.5,0.94,2.1,0,41631
468,427,60179.0,2.7,0.98,1.9,0,41492
469,447,47803.0,2.8,1.12,2.7,0,41227
470,434,48340.0,2.8,1.05,1.4,0,41225
471,439,49988.0,2.8,1.08,1.6,0,32447
472,427,64129.0,2.9,1.06,1.6,0,32506
473,423,59693.0,3.0,1.07,1.6,0,40111
474,416,62831.0,3.2,1.11,1.5,0,41209
475,428,53554.0,2.9,1.06,1.5,0,41952
476,414,47170.0,2.9,0.99,1.4,0,42271
477,433,51642.0,3.5,1.31,1.1,0,42656
478,428,44030.0,3.3,1.21,1.3,0,42978
479,412,54515.0,3.6,1.22,1.7,0,43492
480,432,55713.0,4.0,1.45,1.2,0,42165
481,435,51384.0,4.0,1.43,1.2,0,42746
482,423,53716.0,3.9,1.3,1.9,0,42531
483,421,65978.0,4.7,1.6,1.9,0,42446
484,408,61048.0,4.3,1.38,1.7,0,41629
485,403,58290.0,4.0,1.24,1.4,0,40932
486,382,41837.0,3.1,0.83,1.1,0,41053
487,370,35623.0,2.8,0.71,0.6,0,41131
488,371,33029.0,2.6,0.68,0.8,0,41098
489,367,38770.0,2.8,0.72,0.8,0,41737
490,376,42331.0,3.4,0.9,1.9,0,42058
491,396,65278.0,4.1,1.2,2.4,0,41766
492,405,46919.0,3.9,1.19,1.2,0,41534
493,402,42296.0,3.7,1.09,1.4,0,42092
494,409,37760.0,3.7,1.13,0.9,0,41359
495,404,48588.0,5.0,1.48,1.8,0,42121
496,393,68000.0,5.2,1.53,3.9,0,42569
497,396,63326.0,5.6,1.7,1.4,0,42813
498,387,71850.0,6.1,1.83,2.9,0,42752
499,384,69539.0,6.1,1.79,3.3,0,43354
500,389,61465.0,5.7,1.71,2.6,0,43246
501,392,60348.0,4.7,1.59,1.2,0,43760
502,392,70789.0,5.5,1.89,1.8,0,43870
503,385,68756.0,5.2,1.73,2.0,0,43793
504,392,69467.0,5.3,1.79,3.1,0,42584
505,402,71188.0,5.2,1.68,1.7,0,42843
506,398,62329.0,4.4,1.39,2.9,0,42408
507,397,68157.0,4.5,1.42,1.5,0,41933
508,398,58878.0,4.4,1.39,1.7,0,42611
509,394,67903.0,4.6,1.43,1.6,0,42174
510,395,65095.0,4.4,1.37,2.3,0,41843
511,396,83791.0,4.5,1.41,2.2,0,41609
512,399,62989.0,4.1,1.31,1.7,0,41757
513,400,52325.0,4.1,1.31,1.2,0,44381
514,406,53173.0,4.4,1.45,1.3,0,41433
515,408,67040.0,4.6,1.53,1.7,0,41674
516,401,68134.0,4.5,1.45,2.2,0,40993
517,393,84909.0,5.1,1.58,1.3,0,41740
518,387,80206.0,4.5,1.35,1.4,0,41550
519,383,59983.0,4.2,1.23,0.9,0,42276
520,386,57650.0,3.7,1.1,1.8,0,42531
521,383,76731.0,3.7,1.09,0.6,0,42694
522,380,79076.0,3.5,1.01,1.0,0,42674
523,375,60498.0,3.3,0.93,1.4,0,42536
524,389,33200.0,2.7,0.82,0.6,0,42389
525,383,30539.0,2.8,0.82,0.6,0,43090
526,376,30459.0,2.7,0.76,0.9,0,42372
527,372,53171.0,2.9,0.8,0.8,0,42431
528,369,60362.0,3.0,0.82,1.3,0,42046
529,367,61812.0,3.0,0.81,1.2,0,41906
530,367,57423.0,3.3,0.89,0.6,0,42286
531,371,58420.0,3.7,1.02,1.7,0,41560
532,370,48395.0,3.8,1.04,1.7,0,41259
533,370,52358.0,3.7,1.01,1.5,0,40815
534,366,51779.0,3.7,0.99,1.8,0,41274
535,373,40040.0,3.9,1.09,0.9,0,40854
536,374,33867.0,4.0,1.12,1.1,0,41512
